meshcode	osm_length	overlap_length	overlap_length_max	accuracy	accuracy_max
47302786	216.327777653474	36.4932966833218	216.327777653474	0.168694455604212	1
47302796	1112.27372209688	596.772451138069	1112.27372209688	0.536533803939035	1
47303249	220.32659890013	212.714331607952	220.32659890013	0.965450075795758	1
47303259	1251.41727156975	961.204089705363	1251.41727156975	0.768092395352391	1
47303268	1694.3269686178	1649.9970011842	1694.3269686178	0.973836238072892	1
47303269	276.555328791888	276.555328791888	276.555328791888	1	1
47303277	927.095128044333	400.782410660762	927.095128044333	0.432299122859372	1
47303278	1376.26327950961	1005.41180161032	1376.26327950961	0.730537402675284	1
47303286	405.605770893485	273.777879105151	405.605770893485	0.67498516725258	1
47303287	960.37459814573	740.101315918586	960.37459814573	0.770638162803928	1
47303296	1018.30808637011	750.330916885788	1018.30808637011	0.736840772383962	1
47303318	905.646699087456	905.646699087456	905.646699087456	1	1
47303319	1202.3652137725	1202.3652137725	1202.3652137725	1	1
47303326	1157.79761003039	1157.79761003039	1157.79761003039	1	1
47303327	1855.80155758995	1714.90116329949	1855.80155758995	0.924075721504705	1
47303328	499.119786041871	235.964208374004	499.119786041871	0.472760677842992	1
47303334	583.165209411064	583.165209411064	583.165209411064	1	1
47303335	1215.61147041533	1215.61147041533	1215.61147041533	1	1
47303336	909.887539049356	909.887539049356	909.887539049356	1	1
47303340	1368.26109708896	1368.26109708896	1368.26109708896	1	1
47303341	1189.79059643363	1157.60367075568	1189.79059643363	0.972947402867	1
47303342	1193.69712641609	1193.69712641609	1193.69712641609	1	1
47303343	1188.1239521078	1188.1239521078	1188.1239521078	1	1
47303344	727.009509257023	679.327902900802	727.009509257023	0.934414054081699	1
47303400	977.876950703729	477.115605205454	497.692165101244	0.487909654545081	0.508951729297924
47303401	3372.59163826617	1875.93624782189	1903.50225704476	0.556229881654541	0.564403420635691
47303410	878.203635583123	878.203635583123	878.203635583123	1	1
47303411	1853.09285220427	1691.06178048811	1853.09285220427	0.91256181711379	1
47303421	1980.5416999566	1980.5416999566	1980.5416999566	1	1
47303431	1974.84643371139	1568.29538826016	1836.01550788012	0.794135362369831	0.929700394186927
47303441	1473.74626358424	1473.74626358424	1473.74626358424	1	1
47303442	859.160191100264	859.160191100264	859.160191100264	1	1
47303452	2137.80522740865	2137.80522740865	2137.80522740865	1	1
47303462	1042.49301394335	1042.49301394335	1042.49301394335	1	1
47303463	1561.53311653919	1507.2235780583	1561.53311653919	0.965220373551054	1
47303473	2655.49776587706	2547.23874761744	2655.49776587706	0.959232118493664	1
47303474	228.374289362513	143.385613962958	228.374289362513	0.627853574775017	1
47303484	1919.72665192946	1865.62524942677	1919.72665192946	0.971818173984134	1
47303494	2451.19352269897	1860.35975999188	2451.19352269897	0.758960784925487	1
47303706	723.560017282872	723.560017282872	723.560017282872	1	1
47303707	519.063143515194	519.063143515194	519.063143515194	1	1
47303717	978.848164773725	978.584868374128	978.848164773725	0.999731014053995	1
47303727	1124.22415285495	850.309407861253	1124.22415285495	0.756352196936801	1
47303736	1305.64035322185	556.053312572543	1305.64035322185	0.425885513725431	1
47303737	43.2587047863333	43.2587047863333	43.2587047863333	1	1
47303745	625.285163930701	550.574887716714	625.285163930701	0.880518073155072	1
47303746	513.11046694196	513.11046694196	513.11046694196	1	1
47303755	1141.08698443537	657.237592949811	1141.08698443537	0.575975014976641	1
47303764	928.268446550252	0	928.268446550252	0	1
47303765	209.792454743354	142.785256135312	209.792454743354	0.680602437823545	1
47303774	946.991547128614	709.979831777283	946.991547128614	0.74972140345922	1
47303784	999.869850111295	888.094388493429	999.869850111295	0.888209988924634	1
47303794	475.4974355623	445.231677732721	475.4974355623	0.936349272223123	1
47303795	462.203073312857	462.203073312857	462.203073312857	1	1
47304205	597.584113509805	533.406963922435	560.866600477952	0.892605663141819	0.93855674506439
47304206	728.763220321437	728.763220321437	728.763220321437	1	1
47304404	805.274031732263	684.284772337378	805.274031732263	0.84975392893942	1
47304405	1327.2942146414	1108.84402368458	1327.2942146414	0.83541690414447	1
47304415	1890.76790601832	1566.57600198202	1890.76790601832	0.828539556333489	1
47304425	1936.19199091591	1636.57977110139	1936.19199091591	0.845256967686972	1
47304434	1641.400243803	711.3458460597	1641.400243803	0.433377446326902	1
47304435	282.240231047671	148.802004276284	269.604328997855	0.527217554081265	0.955229975532149
47304444	1988.77966195899	1618.79633574524	1988.77966195899	0.813964647119675	1
47304454	1407.35108532516	1118.19968684314	1407.35108532516	0.794542100050883	1
47304455	642.401666214098	37.6555235322963	534.205077953191	0.0586167899504585	0.831574863591889
47304464	1256.04701679005	1256.04701679005	1256.04701679005	1	1
47304465	2343.86822375214	1893.94638062344	2343.86822375214	0.808043029651021	1
47304475	401.672003817086	374.692660422121	401.672003817086	0.932832402710219	1
47304476	2524.58666723834	2524.58666723834	2524.58666723834	1	1
47304477	1344.78909824408	1344.78909824408	1344.78909824408	1	1
47304478	1207.07654381262	1207.07654381262	1207.07654381262	1	1
47304479	1388.4604193371	1388.4604193371	1388.4604193371	1	1
47304559	599.630888566408	599.630888566408	599.630888566408	1	1
47304567	199.263852428796	199.263852428796	199.263852428796	1	1
47304568	1293.82929518463	1293.82929518463	1293.82929518463	1	1
47304569	818.81079623315	818.81079623315	818.81079623315	1	1
47304570	133.367260781053	133.367260781053	133.367260781053	1	1
47304576	674.331715352601	674.331715352601	674.331715352601	1	1
47304577	1096.7573540302	1096.7573540302	1096.7573540302	1	1
47304580	1355.2971600197	1355.2971600197	1355.2971600197	1	1
47304584	1197.55466223506	1162.75353268889	1197.55466223506	0.970939840456871	1
47304585	1368.3056540381	1368.3056540381	1368.3056540381	1	1
47304586	1203.57797247919	1102.84501521669	1203.57797247919	0.916305416378626	1
47304590	1464.18747389392	1178.78731083959	1464.18747389392	0.805079494161138	1
47304591	2506.70289295242	2305.68237959795	2506.70289295242	0.919806805218268	1
47304592	531.602846807136	531.602846807136	531.602846807136	1	1
47304593	3969.44627313317	3797.7006649638	3969.44627313317	0.956733106747958	1
47304594	1657.85479391413	1056.50587136418	1657.85479391413	0.637272863246252	1
47304595	389.480926823881	389.480926823881	389.480926823881	1	1
47304641	672.700742327736	672.700742327736	672.700742327736	1	1
47304642	1128.43696894924	1128.43696894924	1128.43696894924	1	1
47304650	2463.16498926419	2450.7298457378	2463.16498926419	0.994951558835649	1
47304651	706.300091101398	706.300091101398	706.300091101398	1	1
47304652	180.849972245417	180.849972245417	180.849972245417	1	1
47304653	902.70964952419	845.767144958878	902.70964952419	0.936920465406207	1
47304663	941.409427713753	895.183768294619	941.409427713753	0.950897390595083	1
47304667	750.840282735684	616.50458434101	750.840282735684	0.821086186392102	1
47304668	1299.34491750261	1141.8032161902	1299.34491750261	0.878752978373736	1
47304669	1211.70567474071	649.398439654504	1211.70567474071	0.535937441898558	1
47304673	1167.87404434363	1167.87404434363	1167.87404434363	1	1
47304676	193.60335539474	179.060000016298	193.60335539474	0.924880664651756	1
47304677	912.954178922179	519.811770908908	912.954178922179	0.56937334086426	1
47304683	1523.27756072806	1523.27756072806	1523.27756072806	1	1
47304686	1180.35489445357	1180.35489445357	1180.35489445357	1	1
47304693	390.454068665791	390.454068665791	390.454068665791	1	1
47304694	1269.58188756228	1269.58188756228	1269.58188756228	1	1
47304695	1253.82004604961	677.881941856917	1253.82004604961	0.54065329709212	1
47304696	479.571155343912	182.140040861519	479.571155343912	0.379797739776284	1
47304704	397.609177399917	397.609177399917	397.609177399917	1	1
47304705	528.891102059272	528.891102059272	528.891102059272	1	1
47304714	519.392950337127	519.392950337127	519.392950337127	1	1
47304715	408.671157470445	408.671157470445	408.671157470445	1	1
47304725	928.84827878349	458.059810861584	928.84827878349	0.493148150590862	1
47304734	766.754038581236	749.018059944496	766.754038581236	0.976868750936665	1
47304735	461.919534361415	445.076298801049	461.919534361415	0.963536429383417	1
47304741	1182.41787058173	1128.98042686954	1182.41787058173	0.954806633896782	1
47304742	1211.53422292797	1165.47184146063	1211.53422292797	0.961980123552748	1
47304743	1196.47528164379	809.162574848286	1196.47528164379	0.676288584697386	1
47304744	640.201430472325	637.988531621948	640.201430472325	0.99654343344915	1
47304750	989.00165821491	989.00165821491	989.00165821491	1	1
47304751	151.727270401836	133.36200355271	151.727270401836	0.878958694765372	1
47304760	702.806891447625	536.61141706389	702.806891447625	0.76352611733586	1
47305502	2094.43485176487	2094.43485176487	2094.43485176487	1	1
47305504	2025.42798910214	1155.04312818778	2016.28012230966	0.570271139928213	0.995483489493727
47305514	1169.74937817078	628.980905210372	1169.74937817078	0.537705697432344	1
47305515	2468.63805387632	2276.59255480296	2468.63805387632	0.922205890502333	1
47305516	1080.83188799882	1080.83188799882	1080.83188799882	1	1
47305526	1784.39818686515	1784.39818686515	1784.39818686515	1	1
47305527	1030.71374406845	1030.71374406845	1030.71374406845	1	1
47305537	1917.6783361393	1917.6783361393	1917.6783361393	1	1
47305547	1859.86110005302	1859.86110005302	1859.86110005302	1	1
47305557	1999.82203762472	1994.71666526346	1999.82203762472	0.997447086658107	1
47305566	1855.18578776922	1855.18578776922	1855.18578776922	1	1
47305567	245.164064649306	245.164064649306	245.164064649306	1	1
47305576	2005.18380282757	2005.18380282757	2005.18380282757	1	1
47305585	1912.75704289376	1912.75704289376	1912.75704289376	1	1
47305586	1026.85446329565	1026.85446329565	1026.85446329565	1	1
47305595	1955.75352419189	1955.75352419189	1955.75352419189	1	1
47306505	1946.44444044824	1946.44444044824	1946.44444044824	1	1
47306514	1798.56857039478	1798.56857039478	1798.56857039478	1	1
47306515	495.971886092561	495.971886092561	495.971886092561	1	1
47306524	2004.22081077545	2004.22081077545	2004.22081077545	1	1
47306534	1896.53848209076	1896.53848209076	1896.53848209076	1	1
47306544	179.052068139838	179.052068139838	179.052068139838	1	1
47306545	2215.71327151466	2215.71327151466	2215.71327151466	1	1
47306555	1862.20767089384	1862.20767089384	1862.20767089384	1	1
47306565	1970.60325223143	1970.60325223143	1970.60325223143	1	1
47306575	429.993442868343	429.993442868343	429.993442868343	1	1
47306576	1985.72813140642	1985.72813140642	1985.72813140642	1	1
47306586	1920.69104426598	1458.2208459543	1920.69104426598	0.759216767479423	1
47306596	1989.11280196765	1989.11280196765	1989.11280196765	1	1
47307506	1855.55572399339	1855.55572399339	1855.55572399339	1	1
47307516	1947.12232269944	1947.12232269944	1947.12232269944	1	1
47307526	1911.14906927935	1911.14906927935	1911.14906927935	1	1
47307527	494.032303117013	494.032303117013	494.032303117013	1	1
47307537	2176.45275557073	2176.45275557073	2176.45275557073	1	1
47307538	1878.31246085992	1878.31246085992	1878.31246085992	1	1
47307548	1655.22946938768	1655.22946938768	1655.22946938768	1	1
47307549	699.246351486699	699.246351486699	699.246351486699	1	1
47307559	2245.37645033535	2058.77056005632	2245.37645033535	0.916893271838156	1
47307569	1894.94404685899	1621.50562575259	1894.94404685899	0.855701058002403	1
47307579	950.91598080858	885.584633849434	950.91598080858	0.931296404437757	1
47307670	981.659490776048	543.302816566948	935.461322906757	0.55345343438532	0.95293870399728
47307680	2247.30786378373	1774.38963415223	2247.30786378373	0.789562330443118	1
47307690	1901.1896668443	1887.10732881214	1901.1896668443	0.992592881037726	1
47307729	2072.51201571742	2072.51201571742	2072.51201571742	1	1
47307738	924.930481904361	924.930481904361	924.930481904361	1	1
47307739	1609.59502990082	1609.59502990082	1609.59502990082	1	1
47307747	563.213108570203	563.213108570203	563.213108570203	1	1
47307748	2231.28055558987	2231.28055558987	2231.28055558987	1	1
47307756	1897.5174937479	1897.5174937479	1897.5174937479	1	1
47307757	2117.58905904234	2117.58905904234	2117.58905904234	1	1
47307765	753.346376565475	579.749608505243	753.346376565475	0.769565802052884	1
47307766	1471.34841199605	1469.12446722586	1471.34841199605	0.998488498881669	1
47307774	836.073272078808	836.073272078808	836.073272078808	1	1
47307775	2349.91895017585	1496.99207487947	2349.91895017585	0.637039875255037	1
47307783	2159.6766892519	1812.62901646561	2159.6766892519	0.839305728253935	1
47307784	2180.12961797009	2180.12961797009	2180.12961797009	1	1
47307791	1528.93804628219	1528.93804628219	1528.93804628219	1	1
47307792	2621.45461676231	2621.45461676231	2621.45461676231	1	1
47307793	398.390271328137	378.522900157077	398.390271328137	0.950130882702463	1
47315038	1392.29991316702	1392.29991316702	1392.29991316702	1	1
47315039	2372.74737664499	2372.74737664499	2372.74737664499	1	1
47315046	7.05157865952895	7.05157865952895	7.05157865952895	1	1
47315047	2864.78113940859	2864.78113940859	2864.78113940859	1	1
47315048	1034.74875099236	1034.74875099236	1034.74875099236	1	1
47315056	2155.16243847934	2155.16243847934	2155.16243847934	1	1
47315057	15.5128049155809	15.5128049155809	15.5128049155809	1	1
47315066	1940.82360853544	1940.82360853544	1940.82360853544	1	1
47315076	1856.19575743766	1856.19575743766	1856.19575743766	1	1
47315086	1851.47415240055	1851.47415240055	1851.47415240055	1	1
47315096	1926.09460644664	1926.09460644664	1926.09460644664	1	1
47315130	2393.7552116322	2393.7552116322	2393.7552116322	1	1
47315131	261.436886613361	254.227155718992	261.436886613361	0.972422671537424	1
47315141	2356.88233185936	1340.85516760971	2356.88233185936	0.56891052620005	1
47315142	1324.11291082816	677.599515299945	1324.11291082816	0.511738470155194	1
47315144	810.348901202599	216.322973524171	418.603808079779	0.266950412597755	0.51657231528117
47315145	2886.06819222032	2187.08270753829	2861.13484225469	0.757807010047022	0.991360789730181
47315146	1034.14813688022	652.453337964571	1021.84031066282	0.630908972028772	0.988098584933366
47315152	1539.1426600529	1539.1426600529	1539.1426600529	1	1
47315153	2416.56184064011	1860.76254658708	2416.56184064011	0.770004108851687	1
47315154	1758.67729725545	1462.84915794568	1758.67729725545	0.83178941368526	1
47315156	2142.70631972916	1202.09941776052	2142.70631972916	0.561019215135589	1
47315166	1972.98626002464	1061.79406990042	1972.98626002464	0.538165972776294	1
47315167	154.144908547505	53.5870687141252	144.894016793478	0.34764086092153	0.93998574561302
47315177	1964.23168991309	983.880151589128	1964.23168991309	0.500898217171449	1
47315187	2408.09977403284	1761.40127636589	2408.09977403284	0.73144862823357	1
47315188	2372.4542268829	2275.381516064	2372.4542268829	0.95908342099125	1
47315189	2376.27203730658	1648.91519890384	2376.27203730658	0.693908430102482	1
47315280	2488.68150393336	2396.38206946018	2488.68150393336	0.962912315486212	1
47315281	2409.75821954845	2409.75821954845	2409.75821954845	1	1
47315282	2416.24960435765	2416.24960435765	2416.24960435765	1	1
47315283	2393.73589697549	2393.73589697549	2393.73589697549	1	1
47315284	1890.35643878685	1890.35643878685	1890.35643878685	1	1
47315294	1117.45155530401	1117.45155530401	1117.45155530401	1	1
47315295	2577.95091921552	2577.95091921552	2577.95091921552	1	1
47315296	2374.86022314662	2374.86022314662	2374.86022314662	1	1
47315297	76.6436352968692	76.6436352968692	76.6436352968692	1	1
47316005	1788.9957166233	1788.91079627107	1788.9957166233	0.999952531830319	1
47316006	329.883536618962	329.883536618962	329.883536618962	1	1
47316014	142.534122922045	142.534122922045	142.534122922045	1	1
47316015	2272.58825311797	2272.58825311797	2272.58825311797	1	1
47316024	2048.81670287563	2048.81670287563	2048.81670287563	1	1
47316033	824.118155456386	745.478429991697	824.118155456386	0.904577122899155	1
47316034	1954.65170955882	1954.65170955882	1954.65170955882	1	1
47316043	2247.81485878123	2247.81485878123	2247.81485878123	1	1
47316053	1866.46941741459	1866.46941741459	1866.46941741459	1	1
47316063	1864.19120014773	1807.65991545584	1864.19120014773	0.969675168144013	1
47316072	1051.069231386	1051.069231386	1051.069231386	1	1
47316073	1117.09915449432	1117.09915449432	1117.09915449432	1	1
47316082	2463.11525961255	2463.11525961255	2463.11525961255	1	1
47316091	871.902822256217	825.256214149391	844.265485622349	0.946500221221765	0.968302274142947
47316092	1002.70298073651	962.331293022265	980.554051628561	0.959737142015286	0.977910777634591
47316207	3012.62630638659	3012.62630638659	3012.62630638659	1	1
47316208	466.597568997937	294.575596328423	312.849459946382	0.631326899025755	0.670490977092435
47316217	11.7628986392169	11.7628986392169	11.7628986392169	1	1
47316218	4171.41213282509	4171.41213282509	4171.41213282509	1	1
47316228	1307.20567416768	1307.20567416768	1307.20567416768	1	1
47316229	2763.22673406051	2763.22673406051	2763.22673406051	1	1
47316238	1883.0730634979	1831.01937419884	1883.0730634979	0.972357052783513	1
47316248	1928.79310343886	1928.79310343886	1928.79310343886	1	1
47316258	356.545600573934	356.545600573934	356.545600573934	1	1
47316259	795.93579029649	795.55949297053	795.93579029649	0.999527226529391	1
47316269	943.463486212067	943.463486212067	943.463486212067	1	1
47316279	961.221850452578	961.221850452578	961.221850452578	1	1
47316289	938.487196730252	938.487196730252	938.487196730252	1	1
47316299	941.209954894784	941.209954894784	941.209954894784	1	1
47316320	550.248696765272	550.248696765272	550.248696765272	1	1
47316330	2683.51565467011	2683.51565467011	2683.51565467011	1	1
47316331	268.406994248568	268.406994248568	268.406994248568	1	1
47316341	2129.38833611	2129.38833611	2129.38833611	1	1
47316342	2398.80772824038	2398.80772824038	2398.80772824038	1	1
47316343	2330.13079985397	2330.13079985397	2330.13079985397	1	1
47316344	21.8353660488555	21.8353660488555	21.8353660488555	1	1
47316354	1353.43700953214	1353.43700953214	1353.43700953214	1	1
47316355	378.312226975855	340.582289013245	378.312226975855	0.900267727891814	1
47316365	1070.7226269925	1028.81604858384	1070.7226269925	0.960861405790615	1
47316375	953.359202261174	953.359202261174	953.359202261174	1	1
47316385	136.486508904744	136.486508904744	136.486508904744	1	1
47316396	1104.06386162494	1104.06386162494	1104.06386162494	1	1
47317001	909.949834609637	909.949834609637	909.949834609637	1	1
47317002	1078.15337612694	1078.15337612694	1078.15337612694	1	1
47317011	2483.82830713126	2483.82830713126	2483.82830713126	1	1
47317020	2405.46472144234	2405.46472144234	2405.46472144234	1	1
47317021	317.949766624885	317.949766624885	317.949766624885	1	1
47317209	954.593062642586	954.593062642586	954.593062642586	1	1
47317218	1141.39541961388	1141.39541961388	1141.39541961388	1	1
47317219	926.67751465997	926.67751465997	926.67751465997	1	1
47317228	2073.49905554972	2073.49905554972	2073.49905554972	1	1
47317238	1508.74660260396	1421.93158258966	1508.74660260396	0.942458846393117	1
47317248	988.236782685355	948.73454661814	988.236782685355	0.960027559427737	1
47317258	1038.59005667015	1038.59005667015	1038.59005667015	1	1
47317268	62.951742959183	62.951742959183	62.951742959183	1	1
47317269	954.098627190518	954.098627190518	954.098627190518	1	1
47317279	1353.30683602417	1353.30683602417	1353.30683602417	1	1
47317289	2042.19082980148	2042.19082980148	2042.19082980148	1	1
47317299	692.46255443005	677.705710156473	692.46255443005	0.978689325250629	1
47317306	2029.50038578545	2029.50038578545	2029.50038578545	1	1
47317316	86.0152045884364	86.0152045884364	86.0152045884364	1	1
47317317	2130.16215848749	2130.16215848749	2130.16215848749	1	1
47317327	1885.43974734421	1885.43974734421	1885.43974734421	1	1
47317337	1913.90811159043	1913.90811159043	1913.90811159043	1	1
47317347	1467.23290230382	1467.23290230382	1467.23290230382	1	1
47317348	460.307597011953	460.307597011953	460.307597011953	1	1
47317358	1906.32646569139	1906.32646569139	1906.32646569139	1	1
47317368	1910.62061521612	1910.62061521612	1910.62061521612	1	1
47317378	1870.95414716239	1870.95414716239	1870.95414716239	1	1
47317388	1850.29620252654	1850.29620252654	1850.29620252654	1	1
47317390	1203.68744799175	1203.68744799175	1203.68744799175	1	1
47317398	1981.33148614012	1981.33148614012	1981.33148614012	1	1
48300600	1938.80454543463	1938.80454543463	1938.80454543463	1	1
48300610	2051.10255411233	2048.81359886434	2051.10255411233	0.998884036664377	1
48300611	971.821519775483	971.821519775483	971.821519775483	1	1
48300621	1833.94711748379	1833.94711748379	1833.94711748379	1	1
48300622	2478.26856984027	2478.26856984027	2478.26856984027	1	1
48300623	861.921039983368	861.921039983368	861.921039983368	1	1
48300633	2320.89486247044	2320.89486247044	2320.89486247044	1	1
48300634	1301.87422921921	1301.87422921921	1301.87422921921	1	1
48300636	242.63876043815	242.63876043815	242.63876043815	1	1
48300637	2795.90557144524	2795.90557144524	2795.90557144524	1	1
48300638	2460.41705498387	2460.41705498387	2460.41705498387	1	1
48300639	2557.37124973151	2557.37124973151	2557.37124973151	1	1
48300643	1870.22722775388	1870.22722775388	1870.22722775388	1	1
48300644	918.644704652665	918.644704652665	918.644704652665	1	1
48300645	2413.61753873659	2413.61753873659	2413.61753873659	1	1
48300646	2358.58092917564	2358.58092917564	2358.58092917564	1	1
48300653	200.996009100113	200.996009100113	200.996009100113	1	1
48300654	1671.87456295919	1666.6034066515	1671.87456295919	0.996847158019818	1
48300664	1871.93941105902	1871.93941105902	1871.93941105902	1	1
48300674	2064.43342405298	2064.43342405298	2064.43342405298	1	1
48300683	2314.95470156614	1976.62801932408	2314.95470156614	0.853851705170223	1
48300684	159.534831533062	141.407145339798	159.534831533062	0.886371609139742	1
48300693	1865.53711777789	998.630219648574	1571.2837047777	0.535304395786068	0.842268797443877
48300701	1945.98921341813	1945.98921341813	1945.98921341813	1	1
48300711	1933.38232994275	1740.3222927592	1933.38232994275	0.900143890738225	1
48300720	2586.04295993662	2586.04295993662	2586.04295993662	1	1
48300721	747.980546434079	673.216826804602	747.980546434079	0.900045903618877	1
48300730	192.313528445633	192.313528445633	192.313528445633	1	1
48301603	1878.89131772259	207.850166585117	1878.89131772259	0.110623836847069	1
48301613	1882.71225974583	105.810827522443	1877.71941025189	0.0562012739730753	0.997348054930803
