city_code	pref_name	district_name	city_name	name	drm_length	osm_length	completeness	coverage
01345	北海道	茅部郡	森町	北海道茅部郡森町	442264.573958265	367962.572506356	-74302.0014519088	0.831994607251704
01346	北海道	二海郡	八雲町	北海道二海郡八雲町	693588.032311029	899223.042288275	205635.009977246	1.2964781742469
01347	北海道	山越郡	長万部町	北海道山越郡長万部町	303171.008275333	417740.050428268	114569.042152934	1.37789782376243
01361	北海道	檜山郡	江差町	北海道檜山郡江差町	146053.88647044	175659.585641441	29605.6991710004	1.20269571177266
01362	北海道	檜山郡	上ノ国町	北海道檜山郡上ノ国町	298584.56070519	431959.111586127	133374.550880938	1.44668453010903
01363	北海道	檜山郡	厚沢部町	北海道檜山郡厚沢部町	345780.220025356	471217.093398762	125436.873373406	1.36276080396792
01364	北海道	爾志郡	乙部町	北海道爾志郡乙部町	177140.937409334	259902.149330136	82761.2119208021	1.46719717042251
01367	北海道	奥尻郡	奥尻町	北海道奥尻郡奥尻町	136583.180703768	138193.151970058	1609.9712662907	1.01178007041518
01370	北海道	瀬棚郡	今金町	北海道瀬棚郡今金町	378537.431659886	653555.292751747	275017.861091861	1.7265229580149
01371	北海道	久遠郡	せたな町	北海道久遠郡せたな町	503901.616400879	752287.157399322	248385.540998443	1.49292171327176
01391	北海道	島牧郡	島牧村	北海道島牧郡島牧村	128226.425972041	224654.608474479	96428.1825024378	1.75200123352287
01392	北海道	寿都郡	寿都町	北海道寿都郡寿都町	72458.0654887625	105044.445651428	32586.3801626657	1.44970743057291
01393	北海道	寿都郡	黒松内町	北海道寿都郡黒松内町	243720.999594437	452106.054664952	208385.055070515	1.85500716150891
01394	北海道	磯谷郡	蘭越町	北海道磯谷郡蘭越町	398227.22420601	630706.666060892	232479.441854882	1.58378193137465
01395	北海道	虻田郡	ニセコ町	北海道虻田郡ニセコ町	234898.317131133	365417.826648251	130519.509517118	1.55563596825722
01396	北海道	虻田郡	真狩村	北海道虻田郡真狩村	155447.29693238	248944.081171555	93496.7842391748	1.60145904512447
01397	北海道	虻田郡	留寿都村	北海道虻田郡留寿都村	142591.111570922	218844.133821333	76253.0222504108	1.53475624570217
01398	北海道	虻田郡	喜茂別町	北海道虻田郡喜茂別町	133902.445707509	231970.931672605	98068.4859650965	1.73237462596227
01399	北海道	虻田郡	京極町	北海道虻田郡京極町	146880.469982039	291451.574900632	144571.104918592	1.98426373957362
01400	北海道	虻田郡	倶知安町	北海道虻田郡倶知安町	321077.952526915	399697.803534006	78619.851007091	1.24485831409488
01401	北海道	岩内郡	共和町	北海道岩内郡共和町	351595.994500494	592502.171477357	240906.176976864	1.68517416458327
01402	北海道	岩内郡	岩内町	北海道岩内郡岩内町	132717.266842334	142766.224421283	10048.9575789488	1.07570892702272
01403	北海道	古宇郡	泊村	北海道古宇郡泊村	51049.2190882416	76033.7424817896	24984.523393548	1.48939111016083
01404	北海道	古宇郡	神恵内村	北海道古宇郡神恵内村	65667.138866903	73967.98047856	8300.84161165696	1.12639069349109
01405	北海道	積丹郡	積丹町	北海道積丹郡積丹町	113813.635970317	148451.325748709	34637.6897783921	1.30432544534453
01406	北海道	古平郡	古平町	北海道古平郡古平町	94648.931777361	134656.689302612	40007.7575252509	1.4226813139111
01407	北海道	余市郡	仁木町	北海道余市郡仁木町	159860.490015813	241436.66343552	81576.1734197075	1.51028658253866
01408	北海道	余市郡	余市町	北海道余市郡余市町	259482.772818604	327425.162484664	67942.3896660603	1.26183290356872
01409	北海道	余市郡	赤井川村	北海道余市郡赤井川村	187862.326550701	266741.252785658	78878.9262349576	1.41986867625103
01423	北海道	空知郡	南幌町	北海道空知郡南幌町	269560.604878261	493016.755130605	223456.150252344	1.82895763420484
01424	北海道	空知郡	奈井江町	北海道空知郡奈井江町	214034.852424432	273693.268551721	59658.4161272884	1.27872627623613
01425	北海道	空知郡	上砂川町	北海道空知郡上砂川町	53403.4017464927	99852.2047560089	46448.8030095162	1.8697373529246
01427	北海道	夕張郡	由仁町	北海道夕張郡由仁町	249766.619514094	366101.608123225	116334.988609131	1.4657688968468
01428	北海道	夕張郡	長沼町	北海道夕張郡長沼町	498836.906767198	754106.179113529	255269.272346331	1.51172589108281
01429	北海道	夕張郡	栗山町	北海道夕張郡栗山町	344441.732158208	529929.046782778	185487.31462457	1.5385113323842
01430	北海道	樺戸郡	月形町	北海道樺戸郡月形町	189240.832769248	375408.180962208	186167.34819296	1.98374838939529
01431	北海道	樺戸郡	浦臼町	北海道樺戸郡浦臼町	177552.694580151	290659.523228034	113106.828647883	1.63702323353696
01432	北海道	樺戸郡	新十津川町	北海道樺戸郡新十津川町	350587.911203229	611584.973808981	260997.062605752	1.74445042117849
01433	北海道	雨竜郡	妹背牛町	北海道雨竜郡妹背牛町	184485.412590946	220778.512580439	36293.0999894927	1.19671963631252
01434	北海道	雨竜郡	秩父別町	北海道雨竜郡秩父別町	167396.435934775	259867.311637816	92470.8757030407	1.55239720481185
01436	北海道	雨竜郡	雨竜町	北海道雨竜郡雨竜町	182965.766115339	294200.408173622	111234.642058282	1.60794451593555
01437	北海道	雨竜郡	北竜町	北海道雨竜郡北竜町	179117.570546643	284762.41691749	105644.846370847	1.58979840029115
01438	北海道	雨竜郡	沼田町	北海道雨竜郡沼田町	240965.009985696	424668.078027965	183703.068042269	1.76235676580765
01452	北海道	上川郡	鷹栖町	北海道上川郡鷹栖町	286211.001754691	403650.369640053	117439.367885362	1.41031950849502
01453	北海道	上川郡	東神楽町	北海道上川郡東神楽町	218908.895606277	306976.25637999	88067.360773713	1.40229501973774
01454	北海道	上川郡	当麻町	北海道上川郡当麻町	296527.596261805	491480.175760985	194952.57949918	1.65744613489843
01455	北海道	上川郡	比布町	北海道上川郡比布町	209065.433841351	292666.835811642	83601.4019702908	1.39987481698631
01456	北海道	上川郡	愛別町	北海道上川郡愛別町	201756.409529985	377535.801602511	175779.392072526	1.87123636490982
01457	北海道	上川郡	上川町	北海道上川郡上川町	530842.370895605	802845.645677091	272003.274781486	1.51239648019449
01458	北海道	上川郡	東川町	北海道上川郡東川町	310665.158585987	504903.138155161	194237.979569174	1.62522735161517
01459	北海道	上川郡	美瑛町	北海道上川郡美瑛町	740198.11879358	1160589.79394071	420391.675147132	1.56794268524976
01460	北海道	空知郡	上富良野町	北海道空知郡上富良野町	358485.173737188	490060.520084077	131575.346346889	1.3670276735508
01461	北海道	空知郡	中富良野町	北海道空知郡中富良野町	260281.164769897	390821.144195666	130539.979425769	1.50152871419819
01462	北海道	空知郡	南富良野町	北海道空知郡南富良野町	325555.222229083	635144.353707227	309589.131478143	1.95095135752096
01463	北海道	勇払郡	占冠村	北海道勇払郡占冠村	271566.587748715	400011.538374863	128444.950626148	1.47297231488833
01464	北海道	上川郡	和寒町	北海道上川郡和寒町	316787.700970228	507765.065039348	190977.36406912	1.60285093339572
01465	北海道	上川郡	剣淵町	北海道上川郡剣淵町	316281.720752855	409712.422734308	93430.7019814522	1.29539932424718
01468	北海道	上川郡	下川町	北海道上川郡下川町	348792.036712632	677160.125469591	328368.088756959	1.94143820029153
01469	北海道	中川郡	美深町	北海道中川郡美深町	413474.926078626	865768.734478438	452293.808399812	2.0938794253134
01470	北海道	中川郡	音威子府村	北海道中川郡音威子府村	107290.710461093	334551.663870324	227260.95340923	3.11815015747782
01471	北海道	中川郡	中川町	北海道中川郡中川町	229602.068170049	521898.115297845	292296.047127796	2.27304504010946
01472	北海道	雨竜郡	幌加内町	北海道雨竜郡幌加内町	323034.000562489	668067.438576042	345033.438013552	2.06809614256276
01481	北海道	増毛郡	増毛町	北海道増毛郡増毛町	187439.982544139	329353.590352872	141913.607808733	1.75710554801064
01482	北海道	留萌郡	小平町	北海道留萌郡小平町	244174.801082162	637279.822567938	393105.021485776	2.60992211244349
01483	北海道	苫前郡	苫前町	北海道苫前郡苫前町	277969.755486728	493089.417325563	215119.661838835	1.77388954626598
01484	北海道	苫前郡	羽幌町	北海道苫前郡羽幌町	286104.133475506	583132.410833458	297028.277357952	2.03817528105759
01485	北海道	苫前郡	初山別村	北海道苫前郡初山別村	169321.300789751	372732.992091332	203411.691301581	2.2013225095149
01486	北海道	天塩郡	遠別町	北海道天塩郡遠別町	251440.111080909	468759.946883382	217319.835802473	1.86429317333292
01487	北海道	天塩郡	天塩町	北海道天塩郡天塩町	329202.7022198	548656.337283213	219453.635063413	1.6666165464837
01511	北海道	宗谷郡	猿払村	北海道宗谷郡猿払村	378627.108007439	464344.322518959	85717.2145115192	1.22638629488605
01512	北海道	枝幸郡	浜頓別町	北海道枝幸郡浜頓別町	255702.019292601	407945.829585382	152243.810292781	1.59538917731186
01513	北海道	枝幸郡	中頓別町	北海道枝幸郡中頓別町	161157.199713729	242407.400548747	81250.2008350179	1.50415803216556
01514	北海道	枝幸郡	枝幸町	北海道枝幸郡枝幸町	648953.04132643	1107402.55078406	458449.509457631	1.70644218274777
01516	北海道	天塩郡	豊富町	北海道天塩郡豊富町	504259.770627283	611567.877861049	107308.107233766	1.21280082347132
01517	北海道	礼文郡	礼文町	北海道礼文郡礼文町	86878.1550195396	84893.2704874748	-1984.88453206485	0.977141990715515
01518	北海道	利尻郡	利尻町	北海道利尻郡利尻町	52913.7423612251	78464.6547641598	25550.9124029347	1.48285054906848
01519	北海道	利尻郡	利尻富士町	北海道利尻郡利尻富士町	71036.049852579	99708.0713338925	28672.0214813135	1.40360659037521
01520	北海道	天塩郡	幌延町	北海道天塩郡幌延町	369819.445191467	771826.086662593	402006.641471126	2.08702925081115
01543	北海道	網走郡	美幌町	北海道網走郡美幌町	541823.037352748	822991.53875582	281168.501403072	1.51892769980602
01544	北海道	網走郡	津別町	北海道網走郡津別町	358594.142228101	805381.80406274	446787.661834639	2.24593618044731
01545	北海道	斜里郡	斜里町	北海道斜里郡斜里町	535425.756493833	872860.052662353	337434.29616852	1.63021373526074
01546	北海道	斜里郡	清里町	北海道斜里郡清里町	437263.22315088	671467.602760787	234204.379609907	1.53561066103753
01547	北海道	斜里郡	小清水町	北海道斜里郡小清水町	448695.081401998	678879.072999177	230183.991597179	1.51300423858828
01549	北海道	常呂郡	訓子府町	北海道常呂郡訓子府町	301621.064654889	503455.260384344	201834.195729455	1.66915925385097
01550	北海道	常呂郡	置戸町	北海道常呂郡置戸町	337913.02521956	775435.70812311	437522.68290355	2.29477219129709
01552	北海道	常呂郡	佐呂間町	北海道常呂郡佐呂間町	344714.232607519	624145.201192188	279430.96858467	1.81061102658849
01555	北海道	紋別郡	遠軽町	北海道紋別郡遠軽町	921523.386729693	1577368.06023442	655844.673504726	1.71169432187485
01559	北海道	紋別郡	湧別町	北海道紋別郡湧別町	529042.478341482	901058.27556084	372015.797219358	1.70318378819374
01560	北海道	紋別郡	滝上町	北海道紋別郡滝上町	444238.004156075	678709.84188528	234471.837729205	1.52780335705693
01561	北海道	紋別郡	興部町	北海道紋別郡興部町	342991.009631318	479068.759332504	136077.749701186	1.39673445992942
01562	北海道	紋別郡	西興部村	北海道紋別郡西興部村	146855.105717135	348514.063971895	201658.95825476	2.37316700092253
01563	北海道	紋別郡	雄武町	北海道紋別郡雄武町	399712.159834079	834168.700692495	434456.540858416	2.0869182816967
01564	北海道	網走郡	大空町	北海道網走郡大空町	516250.342270263	820830.588765646	304580.246495383	1.58998247860425
01571	北海道	虻田郡	豊浦町	北海道虻田郡豊浦町	281991.961595544	393736.363812764	111744.40221722	1.39626308963516
01575	北海道	有珠郡	壮瞥町	北海道有珠郡壮瞥町	201639.971343547	279712.146863188	78072.1755196408	1.38717912832619
01578	北海道	白老郡	白老町	北海道白老郡白老町	566373.738583049	757849.479169222	191475.740586173	1.33807076400548
01581	北海道	勇払郡	厚真町	北海道勇払郡厚真町	382837.660564319	654114.072552357	271276.411988038	1.70858938746721
01584	北海道	虻田郡	洞爺湖町	北海道虻田郡洞爺湖町	314369.729238848	392141.458508488	77771.7292696399	1.24738540212678
01585	北海道	勇払郡	安平町	北海道勇払郡安平町	374637.127983298	487690.031648492	113052.903665194	1.3017629419455
01586	北海道	勇払郡	むかわ町	北海道勇払郡むかわ町	607575.667796479	1109167.96706002	501592.299263543	1.82556050264847
01601	北海道	沙流郡	日高町	北海道沙流郡日高町	725921.256380623	1040383.94717953	314462.690798906	1.43318921280466
01602	北海道	沙流郡	平取町	北海道沙流郡平取町	455968.049129664	766572.112158641	310604.063028977	1.6811933038478
01604	北海道	新冠郡	新冠町	北海道新冠郡新冠町	410610.465032337	638948.227517483	228337.762485146	1.55608959303453
01607	北海道	浦河郡	浦河町	北海道浦河郡浦河町	498579.551185861	635821.467034234	137241.915848372	1.27526327595801
01608	北海道	様似郡	様似町	北海道様似郡様似町	206715.031589645	320373.099817902	113658.068228258	1.54982222401541
01609	北海道	幌泉郡	えりも町	北海道幌泉郡えりも町	251087.349233472	336525.703967427	85438.3547339552	1.34026809684631
01610	北海道	日高郡	新ひだか町	北海道日高郡新ひだか町	788237.986914609	1115155.18935024	326917.202435631	1.41474249290215
01631	北海道	河東郡	音更町	北海道河東郡音更町	1188396.07974085	1456386.42072672	267990.340985875	1.2255048801065
01632	北海道	河東郡	士幌町	北海道河東郡士幌町	574084.460079408	744835.371469863	170750.911390455	1.29742943039672
01633	北海道	河東郡	上士幌町	北海道河東郡上士幌町	519290.011284579	808151.409202576	288861.397917997	1.55625919116805
01634	北海道	河東郡	鹿追町	北海道河東郡鹿追町	475422.276389717	725418.126505172	249995.850115455	1.52583637051571
01635	北海道	上川郡	新得町	北海道上川郡新得町	715418.469760948	1075374.29892609	359955.829165138	1.50313815094439
01636	北海道	上川郡	清水町	北海道上川郡清水町	725444.788203223	883440.655704645	157995.867501422	1.2177900403733
01637	北海道	河西郡	芽室町	北海道河西郡芽室町	1052640.4943531	1256667.07297729	204026.578624188	1.19382247395593
01638	北海道	河西郡	中札内村	北海道河西郡中札内村	354652.651747772	446680.394384905	92027.7426371337	1.25948342046844
01639	北海道	河西郡	更別村	北海道河西郡更別村	472944.606542606	600497.36285679	127552.756314184	1.26969646096647
01641	北海道	広尾郡	大樹町	北海道広尾郡大樹町	718587.355828982	1012846.70762417	294259.351795187	1.40949501812581
01642	北海道	広尾郡	広尾町	北海道広尾郡広尾町	567404.827638236	702830.947991189	135426.120352952	1.23867417949626
01643	北海道	中川郡	幕別町	北海道中川郡幕別町	990490.646221621	1320954.643283	330463.997061377	1.33363531971418
01644	北海道	中川郡	池田町	北海道中川郡池田町	482502.217056185	691292.558702817	208790.341646632	1.43272113898117
01645	北海道	中川郡	豊頃町	北海道中川郡豊頃町	551137.13145355	882145.660492803	331008.529039253	1.60058905408389
01646	北海道	中川郡	本別町	北海道中川郡本別町	501021.695164996	720664.403114807	219642.70794981	1.43838674389287
01647	北海道	足寄郡	足寄町	北海道足寄郡足寄町	814225.580094255	1464825.86174655	650600.28165229	1.79903960096338
01648	北海道	足寄郡	陸別町	北海道足寄郡陸別町	310370.077121968	743169.896505614	432799.819383646	2.39445602791644
01649	北海道	十勝郡	浦幌町	北海道十勝郡浦幌町	596488.571402458	1229144.17943452	632655.608032057	2.0606297886224
01661	北海道	釧路郡	釧路町	北海道釧路郡釧路町	364666.502799532	481018.177386823	116351.674587291	1.31905961922593
01662	北海道	厚岸郡	厚岸町	北海道厚岸郡厚岸町	574667.483365148	759708.623445112	185041.140079965	1.32199458546327
01663	北海道	厚岸郡	浜中町	北海道厚岸郡浜中町	532049.837460446	691418.110724088	159368.273263642	1.29953392052595
01664	北海道	川上郡	標茶町	北海道川上郡標茶町	1013202.78827195	1554293.44897775	541090.660705798	1.53403833164564
01665	北海道	川上郡	弟子屈町	北海道川上郡弟子屈町	591236.569483227	917505.962820705	326269.393337478	1.55183975135859
01667	北海道	阿寒郡	鶴居村	北海道阿寒郡鶴居村	495162.879132912	653792.772070984	158629.892938073	1.32035634993378
